EmployerId,Offered,Status
500895498,ProductX,Lost
81776899,ProductX,Lost
670911652,ProductX,Lost
654754992,ProductX,Sold
536523,ProductX,Lost
608458037,ProductX,Lost
362122559,ProductX,Lost
823696,ProductX,Sold
656274,ProductX,Lost
584906,ProductX,Lost
628513189,ProductX,Lost
272040859,ProductX,Lost
695743,ProductX,Sold
337835630,ProductX,Lost
257359695,ProductX,Lost
341312687,ProductX,Lost
620396883,ProductX,Sold
516581890,ProductX,Sold
607620553,ProductX,Lost
625704295,ProductX,Lost
771015,ProductX,Lost
421496489,ProductX,Lost
756604,ProductX,Lost
792196,ProductX,Lost
701047,ProductX,Sold
635953053,ProductX,Lost
650460314,ProductX,Lost
219664616,ProductX,Lost
447849924,ProductX,Lost
675908520,ProductX,Sold
645261500,ProductX,Sold
311666636,ProductX,Sold
163105476,ProductX,Lost
672827717,ProductX,Lost
684966895,ProductX,Lost
545273,ProductX,Lost
110061216,ProductX,Lost
207712182,ProductX,Lost
658976672,ProductX,Sold
62288069,ProductX,Lost
505279153,ProductX,Lost
615829070,ProductX,Lost
24845641,ProductX,Lost
44534374,ProductX,Lost
630086650,ProductX,Lost
650278275,ProductX,Sold
595995081,ProductX,Lost
548040289,ProductX,Lost
762009,ProductX,Sold
574900,ProductX,Lost
582179102,ProductX,Lost
664411518,ProductX,Sold
576887874,ProductX,Sold
709100,ProductX,Lost
667906663,ProductX,Lost
141378114,ProductX,Lost
307269351,ProductX,Lost
682396063,ProductX,Lost
694470753,ProductX,Lost
475984,ProductX,Lost
689548262,ProductX,Sold
485394,ProductX,Lost
650597237,ProductX,Lost
91058033,ProductX,Lost
647529836,ProductX,Sold
576167,ProductX,Lost
28268786,ProductX,Lost
497443130,ProductX,Lost
680497799,ProductX,Lost
839193,ProductX,Lost
198678530,ProductX,Lost
637447069,ProductX,Sold
445521,ProductX,Lost
669128819,ProductX,Sold
563472768,ProductX,Sold
621302353,ProductX,Sold
147280818,ProductX,Lost
228369517,ProductX,Lost
499967611,ProductX,Lost
749117,ProductX,Lost
672454579,ProductX,Lost
426427267,ProductX,Sold
698547,ProductX,Lost
631129939,ProductX,Lost
278498965,ProductX,Lost
693784,ProductX,Lost
598483205,ProductX,Lost
544864,ProductX,Lost
654615838,ProductX,Sold
521486913,ProductX,Sold
266555198,ProductX,Lost
530833,ProductX,Lost
813145,ProductX,Lost
685821674,ProductX,Sold
646651720,ProductX,Lost
399276693,ProductX,Lost
412092219,ProductX,Lost
786554,ProductX,Lost
450917,ProductX,Lost
663540053,ProductX,Sold
444215,ProductX,Lost
700652598,ProductX,Lost
711183,ProductX,Lost
565716086,ProductX,Lost
631423336,ProductX,Sold
730400,ProductX,Lost
655180259,ProductX,Sold
701418482,ProductX,Lost
597720204,ProductX,Lost
818395,ProductX,Lost
687281001,ProductX,Lost
653346,ProductX,Sold
802297,ProductX,Lost
367669672,ProductX,Lost
390279563,ProductX,Lost
643128,ProductX,Lost
486615,ProductX,Lost
519695,ProductX,Lost
687409327,ProductX,Lost
625667646,ProductX,Lost
501954,ProductX,Lost
132387456,ProductX,Lost
590412,ProductX,Lost
514555456,ProductX,Sold
712954239,ProductX,Lost
765902,ProductX,Lost
625967755,ProductX,Lost
257023590,ProductX,Lost
610163,ProductX,Lost
670808,ProductX,Lost
562041,ProductX,Lost
526365,ProductX,Lost
584981625,ProductX,Lost
596552367,ProductX,Sold
322885102,ProductX,Lost
684828095,ProductX,Sold
363263283,ProductX,Sold
655934361,ProductX,Lost
615254693,ProductX,Sold
195745750,ProductX,Lost
656285,ProductX,Lost
623491277,ProductX,Sold
462241123,ProductX,Lost
305067000,ProductX,Lost
502331148,ProductX,Lost
491656887,ProductX,Sold
587482345,ProductX,Lost
673550208,ProductX,Lost
500351,ProductX,Lost
687391,ProductX,Lost
809976,ProductX,Lost
602981829,ProductX,Sold
20812661,ProductX,Lost
631678966,ProductX,Lost
497439,ProductX,Lost
380405680,ProductX,Lost
810713,ProductX,Lost
462251987,ProductX,Lost
578314,ProductX,Lost
549946,ProductX,Lost
475721647,ProductX,Lost
531791870,ProductX,Lost
506060214,ProductX,Sold
612002833,ProductX,Lost
441605,ProductX,Lost
577155111,ProductX,Sold
374711593,ProductX,Lost
307662792,ProductX,Lost
615371088,ProductX,Lost
257232152,ProductX,Lost
479731057,ProductX,Lost
688013555,ProductX,Sold
502253,ProductX,Lost
368385166,ProductX,Lost
510305,ProductX,Lost
650278293,ProductX,Sold
635188531,ProductX,Sold
740669,ProductX,Lost
690755941,ProductX,Sold
384124655,ProductX,Lost
694173277,ProductX,Sold
559382391,ProductX,Sold
583345356,ProductX,Lost
703863388,ProductX,Sold
556870442,ProductX,Lost
631022717,ProductX,Lost
693347228,ProductX,Sold
1771223,ProductX,Lost
444234049,ProductX,Lost
509576100,ProductX,Lost
827249,ProductX,Sold
415079965,ProductX,Lost
431524,ProductX,Lost
568032712,ProductX,Sold
535165,ProductX,Lost
705807348,ProductX,Sold
386759909,ProductX,Lost
806908,ProductX,Lost
694529884,ProductX,Sold
585038467,ProductX,Sold
626040551,ProductX,Lost
767602,ProductX,Sold
495112654,ProductX,Lost
495236837,ProductX,Lost
635259,ProductX,Lost
307613510,ProductX,Lost
623460,ProductX,Lost
650496340,ProductX,Lost
386953574,ProductX,Sold
478778571,ProductX,Lost
239035221,ProductX,Lost
536960,ProductX,Sold
705604240,ProductX,Lost
465790394,ProductX,Sold
692808368,ProductX,Lost
489983,ProductX,Lost
602293832,ProductX,Lost
553901969,ProductX,Lost
383798612,ProductX,Lost
388447719,ProductX,Lost
134501807,ProductX,Lost
695766489,ProductX,Sold
635288,ProductX,Lost
54340493,ProductX,Lost
686031642,ProductX,Lost
81506377,ProductX,Lost
612130689,ProductX,Sold
286018340,ProductX,Sold
556578,ProductX,Lost
819950,ProductX,Lost
339911744,ProductX,Lost
664921,ProductX,Lost
515425933,ProductX,Lost
687311338,ProductX,Lost
696524529,ProductX,Lost
631649270,ProductX,Sold
334116469,ProductX,Sold
388805278,ProductX,Lost
378422654,ProductX,Lost
507769478,ProductX,Lost
666397206,ProductX,Lost
351641385,ProductX,Lost
630577915,ProductX,Lost
601308,ProductX,Lost
525651541,ProductX,Lost
693335828,ProductX,Sold
624580464,ProductX,Sold
172501646,ProductX,Sold
841099,ProductX,Lost
403275837,ProductX,Lost
59975962,ProductX,Sold
387523276,ProductX,Sold
835101,ProductX,Lost
369526025,ProductX,Lost
388939998,ProductX,Lost
527900715,ProductX,Lost
174449912,ProductX,Sold
386653510,ProductX,Lost
514603,ProductX,Lost
650278035,ProductX,Sold
272251550,ProductX,Lost
677958238,ProductX,Sold
633203755,ProductX,Sold
290147714,ProductX,Lost
624581811,ProductX,Lost
376878808,ProductX,Lost
532362,ProductX,Lost
618447747,ProductX,Sold
638193,ProductX,Lost
612869014,ProductX,Sold
608990119,ProductX,Lost
686163,ProductX,Sold
88185279,ProductX,Sold
516491695,ProductX,Lost
501676,ProductX,Sold
343573364,ProductX,Lost
790301,ProductX,Lost
625747404,ProductX,Sold
721674,ProductX,Lost
739542,ProductX,Lost
620601211,ProductX,Lost
649814998,ProductX,Lost
60564889,ProductX,Lost
451422,ProductX,Lost
359949985,ProductX,Lost
497019,ProductX,Lost
180468033,ProductX,Lost
349779717,ProductX,Sold
659701,ProductX,Lost
635019866,ProductX,Sold
718433,ProductX,Lost
365472766,ProductX,Lost
781167,ProductX,Lost
697786887,ProductX,Lost
678161224,ProductX,Sold
380482037,ProductX,Lost
569207085,ProductX,Lost
628973,ProductX,Lost
764503,ProductX,Lost
868573,ProductX,Lost
320152555,ProductX,Sold
533664,ProductX,Lost
536694869,ProductX,Lost
665919858,ProductX,Lost
218221914,ProductX,Sold
53318685,ProductX,Lost
759622,ProductX,Lost
629222545,ProductX,Lost
53357097,ProductX,Lost
680834256,ProductX,Sold
644827529,ProductX,Lost
442473,ProductX,Sold
544404,ProductX,Lost
547117,ProductX,Lost
551217725,ProductX,Lost
514155,ProductX,Lost
598023304,ProductX,Lost
514422,ProductX,Lost
259443364,ProductX,Lost
692145471,ProductX,Lost
432546235,ProductX,Lost
449044,ProductX,Lost
815960,ProductX,Sold
256775777,ProductX,Sold
326323628,ProductX,Sold
671299196,ProductX,Sold
530159361,ProductX,Lost
592705322,ProductX,Sold
463741380,ProductX,Lost
677640715,ProductX,Sold
867566,ProductX,Lost
473418,ProductX,Lost
514909,ProductX,Lost
302531627,ProductX,Lost
663858,ProductX,Lost
394027816,ProductX,Lost
615094751,ProductX,Sold
562943348,ProductX,Lost
544734627,ProductX,Lost
530481,ProductX,Lost
566556467,ProductX,Sold
462427,ProductX,Lost
624307177,ProductX,Lost
206839315,ProductX,Lost
482139768,ProductX,Sold
622877244,ProductX,Sold
503066,ProductX,Lost
626015292,ProductX,Lost
556014452,ProductX,Lost
511932429,ProductX,Lost
627038608,ProductX,Sold
672830617,ProductX,Sold
638281906,ProductX,Sold
272154637,ProductX,Lost
703464809,ProductX,Sold
481313363,ProductX,Lost
560423,ProductX,Lost
659709129,ProductX,Sold
278636739,ProductX,Sold
452740056,ProductX,Lost
305027343,ProductX,Lost
249297915,ProductX,Lost
654676,ProductX,Lost
330341469,ProductX,Sold
499891,ProductX,Lost
511867193,ProductX,Lost
642677,ProductX,Lost
267540827,ProductX,Sold
622608409,ProductX,Lost
219563558,ProductX,Lost
585186,ProductX,Sold
399473385,ProductX,Lost
846000,ProductX,Lost
679913399,ProductX,Lost
330768277,ProductX,Lost
660917,ProductX,Lost
615952633,ProductX,Sold
525914,ProductX,Lost
593534872,ProductX,Sold
629183574,ProductX,Lost
755192,ProductX,Lost
471831303,ProductX,Lost
481728,ProductX,Lost
688728817,ProductX,Sold
685803520,ProductX,Sold
410571880,ProductX,Lost
550437516,ProductX,Lost
481612571,ProductX,Sold
630086607,ProductX,Lost
390049807,ProductX,Lost
737914,ProductX,Lost
373253588,ProductX,Lost
627032015,ProductX,Sold
812897,ProductX,Sold
610142,ProductX,Lost
679430,ProductX,Lost
624813196,ProductX,Sold
536935758,ProductX,Sold
665340,ProductX,Lost
252095836,ProductX,Lost
665611285,ProductX,Lost
160136019,ProductX,Lost
307042757,ProductX,Lost
601242296,ProductX,Lost
625395231,ProductX,Lost
482728,ProductX,Lost
652213,ProductX,Lost
330599305,ProductX,Lost
751611,ProductX,Lost
516967,ProductX,Lost
496881,ProductX,Lost
302573375,ProductX,Lost
568329888,ProductX,Lost
69281113,ProductX,Lost
648210552,ProductX,Sold
136811827,ProductX,Lost
613784803,ProductX,Lost
229223902,ProductX,Lost
205636748,ProductX,Lost
667013907,ProductX,Sold
434710,ProductX,Lost
469974,ProductX,Lost
555526327,ProductX,Lost
573687762,ProductX,Sold
603115125,ProductX,Lost
723548,ProductX,Lost
439944108,ProductX,Sold
579688524,ProductX,Lost
621227627,ProductX,Sold
439776913,ProductX,Lost
564685115,ProductX,Sold
612925548,ProductX,Lost
647127516,ProductX,Lost
551026191,ProductX,Lost
498223,ProductX,Lost
145047146,ProductX,Lost
508509,ProductX,Lost
732424,ProductX,Lost
589509424,ProductX,Lost
692798489,ProductX,Lost
510955504,ProductX,Lost
694437,ProductX,Lost
682875,ProductX,Sold
510203101,ProductX,Lost
447247,ProductX,Lost
507133,ProductX,Lost
522114,ProductX,Lost
616724654,ProductX,Lost
446739462,ProductX,Lost
286095474,ProductX,Lost
238054407,ProductX,Lost
634174193,ProductX,Lost
617685512,ProductX,Sold
463988,ProductX,Lost
560352646,ProductX,Lost
573384529,ProductX,Lost
656420381,ProductX,Sold
360337961,ProductX,Lost
628474,ProductX,Lost
514636340,ProductX,Lost
709959,ProductX,Lost
527303062,ProductX,Sold
448155161,ProductX,Lost
252658022,ProductX,Lost
494105637,ProductX,Sold
419461219,ProductX,Lost
664010718,ProductX,Lost
634023491,ProductX,Lost
688774280,ProductX,Sold
599992169,ProductX,Lost
605530,ProductX,Sold
709552588,ProductX,Lost
477350,ProductX,Lost
534555986,ProductX,Lost
677774837,ProductX,Lost
406115374,ProductX,Lost
388949729,ProductX,Lost
344574733,ProductX,Lost
555345255,ProductX,Sold
592774640,ProductX,Lost
157342654,ProductX,Lost
588182211,ProductX,Sold
608065420,ProductX,Lost
262038023,ProductX,Sold
581286,ProductX,Lost
784094,ProductX,Lost
507542764,ProductX,Lost
498326688,ProductX,Lost
786937,ProductX,Lost
384691779,ProductX,Lost
867669,ProductX,Lost
644141543,ProductX,Lost
476463315,ProductX,Lost
394584358,ProductX,Lost
107093871,ProductX,Lost
463294601,ProductX,Sold
629283731,ProductX,Lost
472703,ProductX,Lost
344875486,ProductX,Lost
393821691,ProductX,Lost
589797439,ProductX,Lost
632477922,ProductX,Lost
567799150,ProductX,Lost
665352566,ProductX,Sold
267532453,ProductX,Lost
566563434,ProductX,Lost
454725,ProductX,Lost
509243,ProductX,Lost
322992284,ProductX,Lost
200202792,ProductX,Lost
304876539,ProductX,Sold
484177922,ProductX,Lost
596809570,ProductX,Sold
390042638,ProductX,Lost
868993,ProductX,Sold
673604393,ProductX,Lost
611185,ProductX,Lost
587415014,ProductX,Sold
544022,ProductX,Lost
411761771,ProductX,Lost
136788836,ProductX,Lost
543264,ProductX,Sold
644781333,ProductX,Lost
659492950,ProductX,Lost
626145476,ProductX,Sold
77921864,ProductX,Lost
625387485,ProductX,Lost
696711959,ProductX,Sold
467486,ProductX,Lost
449806129,ProductX,Lost
309847847,ProductX,Lost
697706,ProductX,Lost
664262,ProductX,Sold
514308780,ProductX,Lost
536705196,ProductX,Sold
665940932,ProductX,Lost
682422,ProductX,Lost
230479290,ProductX,Sold
649878214,ProductX,Sold
803921,ProductX,Lost
396960516,ProductX,Lost
617078,ProductX,Lost
590853,ProductX,Lost
674637,ProductX,Lost
628327405,ProductX,Lost
508599236,ProductX,Lost
674527361,ProductX,Lost
603651556,ProductX,Lost
2931477,ProductX,Lost
599855487,ProductX,Sold
622562764,ProductX,Sold
621377798,ProductX,Sold
570634773,ProductX,Lost
484356831,ProductX,Lost
623819,ProductX,Lost
615739742,ProductX,Sold
703924545,ProductX,Lost
580894,ProductX,Lost
383517853,ProductX,Sold
627231,ProductX,Lost
640922592,ProductX,Lost
696768464,ProductX,Lost
669231712,ProductX,Lost
75762647,ProductX,Sold
630592652,ProductX,Sold
677991406,ProductX,Lost
609393434,ProductX,Sold
638714240,ProductX,Lost
485606651,ProductX,Lost
528420,ProductX,Lost
677251580,ProductX,Lost
434152818,ProductX,Lost
775542,ProductX,Lost
152842407,ProductX,Sold
266354411,ProductX,Lost
448324,ProductX,Lost
573658913,ProductX,Lost
650490808,ProductX,Lost
428219160,ProductX,Lost
674059,ProductX,Sold
504032789,ProductX,Lost
450620839,ProductX,Lost
543586,ProductX,Lost
625679,ProductX,Lost
672732,ProductX,Lost
611560,ProductX,Lost
652410853,ProductX,Sold
475483,ProductX,Lost
764604,ProductX,Lost
391889384,ProductX,Lost
706942,ProductX,Lost
621324,ProductX,Lost
494162,ProductX,Lost
43139695,ProductX,Lost
762207,ProductX,Lost
616843624,ProductX,Lost
460928185,ProductX,Lost
417272369,ProductX,Lost
824119,ProductX,Lost
576621,ProductX,Lost
720929,ProductX,Lost
536519,ProductX,Lost
62383209,ProductX,Lost
729981,ProductX,Lost
582234,ProductX,Lost
622752010,ProductX,Sold
671977,ProductX,Sold
562874247,ProductX,Lost
650421220,ProductX,Lost
809533,ProductX,Lost
573543349,ProductX,Lost
557101134,ProductX,Lost
695659480,ProductX,Lost
348807573,ProductX,Sold
493190805,ProductX,Lost
80062354,ProductX,Lost
391981601,ProductX,Sold
562046,ProductX,Lost
373264748,ProductX,Lost
204538974,ProductX,Lost
453291,ProductX,Lost
504109993,ProductX,Lost
443419993,ProductX,Lost
429589157,ProductX,Lost
694504699,ProductX,Lost
416042278,ProductX,Lost
675600890,ProductX,Sold
253151161,ProductX,Lost
192490984,ProductX,Lost
12921323,ProductX,Lost
673340,ProductX,Lost
704596592,ProductX,Lost
674611210,ProductX,Lost
399038847,ProductX,Sold
475054,ProductX,Lost
577231068,ProductX,Lost
659372686,ProductX,Sold
19646488,ProductX,Lost
657508939,ProductX,Lost
643421924,ProductX,Sold
106798248,ProductX,Sold
314122945,ProductX,Lost
377149028,ProductX,Lost
75856934,ProductX,Lost
666461308,ProductX,Lost
456660834,ProductX,Lost
323222863,ProductX,Lost
493907584,ProductX,Lost
448071323,ProductX,Lost
600023965,ProductX,Lost
725442,ProductX,Lost
712998411,ProductX,Lost
128806413,ProductX,Lost
489433149,ProductX,Lost
227972411,ProductX,Lost
232881459,ProductX,Lost
719614,ProductX,Lost
622742560,ProductX,Sold
186579502,ProductX,Lost
67934137,ProductX,Lost
625480490,ProductX,Sold
300351698,ProductX,Lost
629212,ProductX,Lost
326906260,ProductX,Sold
553640,ProductX,Lost
370067736,ProductX,Sold
707179028,ProductX,Lost
281779828,ProductX,Lost
676753505,ProductX,Lost
536515,ProductX,Lost
591112555,ProductX,Lost
598542090,ProductX,Sold
509204497,ProductX,Lost
677348,ProductX,Lost
671892,ProductX,Lost
536711355,ProductX,Sold
555168817,ProductX,Sold
623628985,ProductX,Sold
248441203,ProductX,Lost
593533925,ProductX,Lost
696683321,ProductX,Lost
566585040,ProductX,Lost
689499,ProductX,Lost
589485410,ProductX,Sold
158837264,ProductX,Lost
679387,ProductX,Lost
628408513,ProductX,Sold
670386356,ProductX,Lost
158791179,ProductX,Lost
252130520,ProductX,Lost
333982095,ProductX,Lost
446742190,ProductX,Lost
353283564,ProductX,Lost
646994699,ProductX,Lost
387382656,ProductX,Lost
613561,ProductX,Sold
612689,ProductX,Sold
455706,ProductX,Lost
221723091,ProductX,Lost
535605,ProductX,Lost
273663798,ProductX,Lost
130985741,ProductX,Lost
387223477,ProductX,Lost
545572419,ProductX,Lost
437498763,ProductX,Lost
701362150,ProductX,Sold
411384624,ProductX,Lost
715853,ProductX,Lost
809947,ProductX,Lost
595703578,ProductX,Sold
269411004,ProductX,Sold
327340582,ProductX,Sold
380113151,ProductX,Lost
450671001,ProductX,Lost
574785832,ProductX,Sold
325650035,ProductX,Lost
394546245,ProductX,Lost
839912,ProductX,Sold
615455569,ProductX,Lost
633810020,ProductX,Sold
693961722,ProductX,Sold
479366866,ProductX,Lost
610231095,ProductX,Lost
610709246,ProductX,Sold
538717058,ProductX,Lost
357067175,ProductX,Lost
727581,ProductX,Lost
534990,ProductX,Lost
472411,ProductX,Lost
53283039,ProductX,Lost
701706,ProductX,Lost
750832,ProductX,Lost
591871,ProductX,Lost
609184052,ProductX,Sold
237907891,ProductX,Lost
351502042,ProductX,Lost
461586,ProductX,Lost
286003340,ProductX,Lost
689893,ProductX,Lost
560934,ProductX,Lost
653264,ProductX,Lost
590453,ProductX,Lost
396455014,ProductX,Lost
619133236,ProductX,Lost
569400788,ProductX,Lost
433509140,ProductX,Lost
209526530,ProductX,Lost
628885144,ProductX,Lost
732965,ProductX,Lost
134711142,ProductX,Lost
643394013,ProductX,Lost
677162383,ProductX,Lost
297754047,ProductX,Lost
554635,ProductX,Lost
610030527,ProductX,Sold
499177682,ProductX,Lost
665872763,ProductX,Sold
537646761,ProductX,Lost
491178239,ProductX,Lost
505762474,ProductX,Lost
285786302,ProductX,Sold
215664972,ProductX,Lost
537498,ProductX,Sold
620204693,ProductX,Sold
767052,ProductX,Lost
513246025,ProductX,Lost
683957204,ProductX,Lost
302172205,ProductX,Lost
565028,ProductX,Lost
846020,ProductX,Lost
280636198,ProductX,Lost
450495,ProductX,Lost
430326501,ProductX,Sold
492251,ProductX,Lost
547171516,ProductX,Lost
674524349,ProductX,Lost
669330872,ProductX,Sold
499742721,ProductX,Lost
541512,ProductX,Lost
659945326,ProductX,Lost
342431342,ProductX,Lost
163534543,ProductX,Lost
703971778,ProductX,Lost
399186396,ProductX,Lost
638861891,ProductX,Lost
95463120,ProductX,Sold
664117,ProductX,Lost
115931716,ProductX,Lost
709819065,ProductX,Sold
553427280,ProductX,Lost
558069793,ProductX,Lost
413819282,ProductX,Lost
666499843,ProductX,Lost
804095,ProductX,Sold
559786,ProductX,Lost
358822907,ProductX,Lost
799852,ProductX,Lost
75964386,ProductX,Lost
603242,ProductX,Lost
614413932,ProductX,Sold
664377,ProductX,Lost
337270082,ProductX,Lost
479116462,ProductX,Lost
477697313,ProductX,Lost
676141410,ProductX,Sold
708319,ProductX,Lost
632114,ProductX,Lost
697090,ProductX,Lost
631529487,ProductX,Sold
481373575,ProductX,Lost
537639342,ProductX,Lost
656239651,ProductX,Sold
432234,ProductX,Lost
272211847,ProductX,Sold
624517866,ProductX,Sold
537542624,ProductX,Lost
324375552,ProductX,Lost
538705,ProductX,Lost
193029372,ProductX,Lost
287661513,ProductX,Sold
673048187,ProductX,Lost
505770,ProductX,Lost
666902325,ProductX,Sold
2847312,ProductX,Lost
635583603,ProductX,Lost
483460524,ProductX,Lost
650373517,ProductX,Sold
638069000,ProductX,Lost
516936,ProductX,Sold
401557724,ProductX,Lost
317395252,ProductX,Lost
475550224,ProductX,Sold
568291618,ProductX,Lost
655256297,ProductX,Sold
691915431,ProductX,Sold
524100782,ProductX,Lost
676108575,ProductX,Lost
103176902,ProductX,Lost
433243331,ProductX,Lost
609068919,ProductX,Lost
578304095,ProductX,Sold
699794560,ProductX,Lost
636140116,ProductX,Lost
457072,ProductX,Lost
428357143,ProductX,Lost
644021,ProductX,Lost
375687472,ProductX,Lost
396384570,ProductX,Lost
616771267,ProductX,Lost
582684539,ProductX,Sold
659612264,ProductX,Lost
459166254,ProductX,Lost
534030242,ProductX,Lost
371740929,ProductX,Lost
698947515,ProductX,Lost
757644,ProductX,Lost
678089844,ProductX,Lost
384546213,ProductX,Sold
387566818,ProductX,Lost
634826828,ProductX,Lost
79852704,ProductX,Lost
631629,ProductX,Lost
491401092,ProductX,Lost
782033,ProductX,Lost
784896,ProductX,Lost
499316179,ProductX,Lost
235776868,ProductX,Sold
680336,ProductX,Lost
608941,ProductX,Lost
482364239,ProductX,Lost
650278040,ProductX,Sold
806254,ProductX,Lost
854381,ProductX,Lost
516796216,ProductX,Sold
846046,ProductX,Lost
630548200,ProductX,Lost
622854699,ProductX,Lost
471013,ProductX,Lost
795589,ProductX,Lost
808877,ProductX,Lost
240280224,ProductX,Sold
623723138,ProductX,Lost
535430832,ProductX,Sold
727268,ProductX,Sold
333016565,ProductX,Lost
521041199,ProductX,Lost
553990914,ProductX,Lost
609250420,ProductX,Lost
30131842,ProductX,Lost
650278164,ProductX,Lost
471029463,ProductX,Lost
621067,ProductX,Lost
793878,ProductX,Lost
466762,ProductX,Lost
520222936,ProductX,Lost
667955696,ProductX,Sold
763014,ProductX,Sold
732542,ProductX,Lost
543217,ProductX,Lost
736461,ProductX,Lost
628161418,ProductX,Sold
770537,ProductX,Sold
205362062,ProductX,Lost
324686055,ProductX,Lost
467150,ProductX,Sold
805921,ProductX,Lost
555791805,ProductX,Lost
744047,ProductX,Sold
614492051,ProductX,Lost
439039,ProductX,Lost
333599184,ProductX,Lost
633995307,ProductX,Lost
717737,ProductX,Lost
625959766,ProductX,Lost
727173,ProductX,Lost
327375985,ProductX,Sold
126945289,ProductX,Lost
296073291,ProductX,Lost
607884,ProductX,Lost
650254,ProductX,Lost
616612788,ProductX,Lost
215452425,ProductX,Lost
709940,ProductX,Lost
515655639,ProductX,Lost
385236968,ProductX,Sold
555192139,ProductX,Lost
652722066,ProductX,Sold
686933784,ProductX,Lost
700746218,ProductX,Lost
686010314,ProductX,Sold
831269,ProductX,Lost
243702870,ProductX,Lost
65805803,ProductX,Lost
464000,ProductX,Lost
674584356,ProductX,Sold
583244532,ProductX,Sold
577859299,ProductX,Lost
547021282,ProductX,Lost
492978,ProductX,Lost
739106,ProductX,Lost
575793,ProductX,Lost
17862510,ProductX,Lost
590402,ProductX,Lost
675682,ProductX,Lost
785428,ProductX,Lost
408581645,ProductX,Lost
641834100,ProductX,Lost
466941248,ProductX,Lost
553482216,ProductX,Lost
641185487,ProductX,Lost
684065,ProductX,Lost
384592291,ProductX,Sold
812480,ProductX,Lost
784719,ProductX,Lost
129973890,ProductX,Lost
621193803,ProductX,Lost
267274574,ProductX,Sold
196893885,ProductX,Sold
665118,ProductX,Lost
774145,ProductX,Lost
422990738,ProductX,Lost
771330,ProductX,Lost
672873,ProductX,Sold
323337830,ProductX,Lost
799939,ProductX,Lost
575509445,ProductX,Lost
281806748,ProductX,Lost
675847707,ProductX,Sold
318014693,ProductX,Lost
626819673,ProductX,Sold
569144465,ProductX,Sold
281958248,ProductX,Lost
664474757,ProductX,Lost
246358000,ProductX,Sold
71144339,ProductX,Lost
575597731,ProductX,Lost
651445884,ProductX,Lost
727357,ProductX,Lost
620636,ProductX,Lost
652641,ProductX,Lost
48903431,ProductX,Lost
566232,ProductX,Lost
569253373,ProductX,Sold
596635847,ProductX,Lost
734927,ProductX,Lost
848285,ProductX,Lost
679679293,ProductX,Lost
697624899,ProductX,Sold
152839440,ProductX,Lost
718335,ProductX,Lost
573175,ProductX,Lost
618158604,ProductX,Lost
651984,ProductX,Lost
19810918,ProductX,Lost
174096025,ProductX,Sold
551666,ProductX,Lost
507840000,ProductX,Lost
63948152,ProductX,Lost
650564239,ProductX,Sold
178856691,ProductX,Lost
587378207,ProductX,Lost
586861932,ProductX,Lost
272279601,ProductX,Lost
603197768,ProductX,Lost
510140,ProductX,Lost
548279384,ProductX,Sold
577456998,ProductX,Lost
290387953,ProductX,Lost
530141821,ProductX,Sold
379927046,ProductX,Lost
226912124,ProductX,Lost
543757600,ProductX,Sold
492705049,ProductX,Lost
706899713,ProductX,Lost
552605,ProductX,Lost
616149,ProductX,Sold
300107858,ProductX,Lost
308896521,ProductX,Lost
458408244,ProductX,Lost
725104,ProductX,Lost
451292,ProductX,Lost
638267173,ProductX,Lost
678216278,ProductX,Lost
311750728,ProductX,Lost
436788248,ProductX,Lost
610331,ProductX,Lost
220023825,ProductX,Lost
442129225,ProductX,Lost
366089540,ProductX,Lost
505989620,ProductX,Lost
573351548,ProductX,Lost
474676,ProductX,Lost
565425850,ProductX,Sold
624028351,ProductX,Lost
568483721,ProductX,Lost
710359324,ProductX,Sold
443396,ProductX,Lost
687406,ProductX,Lost
685846357,ProductX,Sold
477752,ProductX,Lost
282027443,ProductX,Lost
452447,ProductX,Lost
651803827,ProductX,Lost
662466783,ProductX,Lost
498973470,ProductX,Lost
279191696,ProductX,Sold
468448328,ProductX,Lost
486948524,ProductX,Lost
795106,ProductX,Lost
79220121,ProductX,Lost
97083935,ProductX,Sold
174458969,ProductX,Lost
572280544,ProductX,Sold
135181175,ProductX,Lost
478611,ProductX,Lost
791845,ProductX,Lost
315033994,ProductX,Sold
701214645,ProductX,Sold
641166820,ProductX,Sold
768964,ProductX,Lost
306390688,ProductX,Lost
754409,ProductX,Lost
559327179,ProductX,Lost
451532,ProductX,Lost
601068663,ProductX,Sold
425219165,ProductX,Lost
706500108,ProductX,Sold
703958,ProductX,Sold
462187233,ProductX,Lost
43052885,ProductX,Lost
741574,ProductX,Lost
557618491,ProductX,Lost
523428605,ProductX,Lost
537003414,ProductX,Lost
683867070,ProductX,Sold
601215877,ProductX,Sold
679301238,ProductX,Sold
565432,ProductX,Lost
160978576,ProductX,Lost
811566,ProductX,Lost
624222053,ProductX,Sold
595993767,ProductX,Lost
568172480,ProductX,Lost
655166618,ProductX,Lost
681585050,ProductX,Sold
579431746,ProductX,Sold
376564468,ProductX,Lost
39136070,ProductX,Lost
539542056,ProductX,Lost
818122,ProductX,Lost
507999,ProductX,Lost
534784441,ProductX,Sold
801512,ProductX,Lost
539456255,ProductX,Sold
441618,ProductX,Lost
430885327,ProductX,Lost
816423,ProductX,Sold
305289852,ProductX,Lost
438424,ProductX,Lost
281868512,ProductX,Lost
